,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 130C  Sample  2  AB,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized : F2: 1,P VALUE of : F2: 1,average_normalized_of_CONTROL
83,9448.4,10370.0,6629.0,11641.2,12484.7,7933.3,8737.9,9571.3,6068.1,12203.2,13674.5,8512.8,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6629.0,7042.192709153796,8402.088730199948,8366.128808897236,7009.877692588536,8324.307720440207,8384.108769548591,0.08244104147638853,7667.0927065143715,0.41417249564604136,6835.596354576898
84,45.9,273.8,0.0,72.9,312.0,0.0,55.2,217.6,0.0,72.0,272.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],0.0,0.0,53.078576992988836,49.36092780914849,185.08240233661923,189.2500872366125,51.21975240106866,0.023093539640832952,187.16624478661586,0.0070876054433694135,0.0
85,13033.2,10056.5,6858.2,15316.6,11941.3,8187.5,10614.1,8151.8,5674.4,14824.2,11498.3,7886.8,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,High,High,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6858.2,7267.839714393343,10206.183406907297,10163.003694838599,6797.9590178897415,7089.74660448262,10184.593550872949,0.03965720107415636,6943.852811186181,0.6866054426739743,7063.019857196671
86,3527.5,4421.5,3420.6,4735.7,6038.5,4804.5,2767.3,3611.5,2814.3,3655.7,4609.7,3517.1,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3420.6,4264.834920036985,2660.94829914308,2506.2325526653353,2988.830686381891,3140.9774359146422,2583.5904259042077,0.19630999074788444,3064.904061148267,0.3091474786702936,3842.7174600184926
87,7089.7,7279.1,5248.2,7486.2,7785.7,5618.2,5728.0,6005.2,4366.2,8768.7,9280.5,6695.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5248.2,4987.136132324235,5507.863931446377,6011.543995556673,4920.501515151515,5222.815367064823,5759.703963501524,0.19253735200013736,5071.658441108169,0.8396216133470122,5117.668066162118
88,148.6,41.4,82.8,136.0,34.2,78.8,85.0,35.5,42.7,144.2,40.2,76.7,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,82.8,69.9487962741002,81.73331602181251,98.85896930665572,27.985432639649506,30.87489934237015,90.29614266423411,0.33162553486387736,29.43016599100983,0.07435856704140503,76.3743981370501
89,16532.5,23018.1,11617.5,18169.8,25831.2,12918.3,12563.1,17823.8,8850.3,18829.2,26746.5,13315.1,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,11617.5,11467.252981062291,12080.28026486627,12908.705304222485,15559.697754654982,15501.634673198227,12494.492784544378,0.25258953649165117,15530.666213926605,0.004464590632696111,11542.376490531145
90,8347.6,7470.3,5386.3,9409.0,8495.0,6093.6,6243.5,5693.4,4073.3,8465.2,7673.5,5445.8,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5386.3,5409.13686517585,6003.552453908076,5803.473973472276,5049.748247535597,4951.638082136626,5903.513213690176,0.1204892051601007,5000.6931648361115,0.06578926191332553,5397.718432587925
91,73.0,8.2,4.6,91.2,7.1,4.0,60.6,1.5,4.5,81.8,7.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4.6,3.5507003184822437,58.271046481433395,56.07949853872704,5.543008397225265,1.3045732116494428,57.17527251008022,0.0032323769787253546,3.4237908044373535,0.8110911886836236,4.075350159241122
92,3725.4,3208.6,3309.4,4272.6,3719.2,3766.1,3162.0,2705.4,2788.2,4367.0,3749.2,3842.6,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3309.4,3343.0731173589943,3040.4793560114254,2993.877385313215,2168.9386272362176,2352.9282445309354,3017.17837066232,0.011723564678155548,2260.9334358835767,0.0480399892618099,3326.236558679497
93,14140.8,13668.0,9933.2,16387.1,15955.4,11519.9,11818.5,11614.0,8520.6,17314.1,16772.9,12254.6,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9933.2,10225.9281497209,11364.29641651519,11870.000558060805,9239.248630887185,10100.87552006442,11617.148487287997,0.05360828973661148,9670.062075475802,0.5097932527072973,10079.56407486045
94,9562.9,10651.6,5611.8,11004.9,12234.8,6696.6,8320.8,9250.7,4971.0,11324.0,12716.3,6694.2,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5611.8,5944.404938187048,8001.018540638795,7763.377034872188,7200.232712668858,8045.476939337002,7882.197787755491,0.01291320370946008,7622.854826002929,0.1080465690629887,5778.102469093525
95,24681.0,24282.9,15038.8,23135.5,23073.3,14590.9,17380.8,17026.0,10602.1,28434.2,28221.4,16937.9,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15038.8,12951.978319235643,16712.828460140223,19493.590187651254,16414.673001095292,14807.77566769561,18103.20932389574,0.15166726139876419,15611.22433439545,0.351508121099268,13995.389159617822
96,9485.4,7921.4,6994.9,10962.7,9342.0,8355.6,8402.7,7019.2,6270.7,12236.9,10270.6,9198.5,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6994.9,7417.0578952775595,8079.770994546871,8389.232465385683,5354.681307046368,6104.706858139846,8234.501729966278,0.06786098222760856,5729.694082593107,0.10435783445048472,7205.97894763878
97,8629.4,10573.2,2667.1,9387.8,11500.8,3041.8,6229.2,7545.7,1993.8,9261.1,11385.6,2868.1,38.0,39.0,24.0,38.0,39.0,24.0,37.0,39.0,24.0,38.0,39.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2667.1,2700.1300571898223,5989.802025447935,6349.117896295905,7147.236144578314,6562.612055428801,6169.45996087192,0.03141741636727924,6854.924100003558,0.04391380392525627,2683.615028594911
98,22992.2,20832.4,14667.6,25243.9,23214.3,16275.9,16670.5,15328.3,10712.6,23535.3,21371.3,15001.8,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14667.6,14447.710828396286,16029.826408725006,16135.058948147953,14082.215626140929,13331.25970675077,16082.44267843648,0.019407089797044235,13706.73766644585,0.24453402216172662,14557.655414198143
99,40.8,476.2,113.1,55.5,497.5,115.0,38.7,345.8,87.8,56.5,526.0,149.9,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,113.1,102.0826341563645,37.212698000519346,38.734616961345694,321.90007301935015,300.74761105891827,37.973657480932516,0.04643581528838891,311.3238420391342,0.010515029098488603,107.59131707818224
100,20123.1,23462.1,13374.5,23853.2,27599.8,15863.4,17326.0,20252.5,11476.8,25719.8,30314.2,16809.4,34.0,33.0,31.0,34.0,33.0,31.0,34.0,33.0,31.0,34.0,32.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,13374.5,14081.544858052806,16660.13451051675,17632.683209246352,15859.831380065718,17613.912645953562,17146.40885988155,0.03616449804833083,16736.87201300964,0.14367024918002633,13728.022429026403
101,4323.9,4832.6,2974.4,4903.5,5483.5,3268.1,3916.2,4371.6,2659.7,5162.8,5974.2,3536.9,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2974.4,2901.010927707955,3765.694261230849,3539.4527512926647,3266.724680540344,3802.048168031137,3652.573506261757,0.07590219622272605,3534.3864242857403,0.26343928566308,2937.7054638539776
102,10938.8,10132.5,5560.8,13000.4,12007.7,6581.0,9157.2,8588.8,4669.6,13496.3,12543.6,6797.6,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,High,High,High,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5560.8,5841.789698982911,8805.274370293431,9252.637360980705,6849.333242059146,7469.812266809823,9028.955865637068,0.011564404633912317,7159.5727544344845,0.09143964455785496,5701.294849491456
103,1560.7,2812.8,1376.2,1364.4,2577.3,1292.5,975.8,1880.1,860.7,1489.7,2844.0,1318.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1376.2,1147.320040409575,938.2984679304076,1021.2913077401183,1901.3870755750277,1635.1520634814117,979.7948878352629,0.21633307738220767,1768.2695695282196,0.10469922098416608,1261.7600202047875
104,13114.2,12823.3,7270.7,15598.9,14812.5,8621.7,10799.4,10449.0,6095.9,15479.7,14859.0,8549.8,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7270.7,7653.268233964591,10384.362035834847,10612.393808434388,8668.251168309602,9087.65699235002,10498.377922134618,0.01129079334831566,8877.954080329811,0.038561026475440525,7461.984116982296
105,18193.3,11885.4,8038.9,21568.6,14111.0,9602.1,15284.6,9844.5,6850.5,22629.6,14197.2,9833.8,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8038.9,8523.544882024587,14697.188730199949,15514.139610415372,8034.252683461117,8561.913988055294,15105.66417030766,0.010475107598017706,8298.083335758205,0.9667638426409342,8281.222441012294
106,5907.1,5747.3,3283.1,6753.6,6470.1,3801.6,5052.7,4910.5,2858.4,7426.5,7309.8,4238.3,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3283.1,3374.5855826855245,4858.516774863671,5091.374032981129,3885.040507484484,4270.73783720306,4974.9454039224,0.024163130932695166,4077.889172343772,0.14472762135114914,3328.842791342762
107,890.3,818.3,827.2,772.6,704.2,812.9,579.3,479.9,610.9,862.0,809.9,882.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,Not Found,High,High,Not Found,High,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,827.2,721.591072223554,557.0365878992469,590.9599968261945,553.1516794450529,417.3764561803784,573.9982923627207,0.13771536177546742,485.26406781271567,0.08477806357053477,774.395536111777
108,7561.7,8213.2,7774.2,8140.8,8654.4,8273.5,6108.2,6655.5,6419.9,8482.2,9334.7,8873.1,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7774.2,7344.179771240711,5873.452246169826,5815.128636982769,5551.93128879153,5788.3913400885785,5844.290441576298,0.07478790749371352,5670.161314440054,0.03197660662156816,7559.189885620355
109,3510.5,4892.7,4792.3,3837.0,5249.2,5232.6,3084.8,4591.1,4524.1,4926.1,7128.7,6828.9,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4792.3,4644.848621622547,2966.2462736951443,3377.178701120089,3307.3508762322017,3992.9507146691717,3171.7124874076167,0.05799016454710384,3650.150795450687,0.18463357795836746,4718.574310811274
110,8894.0,10414.8,7444.4,10004.7,11740.5,8493.9,6838.0,8008.9,5826.3,9249.7,10764.1,7703.5,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7444.4,7539.823358789082,6575.20488184887,6341.302416059457,7040.161445783132,6965.464263186149,6458.2536489541635,0.042884967978792966,7002.81285448464,0.01760953728154669,7492.11167939454
111,3741.5,3990.8,3770.1,3893.6,4151.2,3888.7,2645.8,2751.7,2622.1,3805.0,4002.9,3681.9,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],3770.1,3451.902082120475,2544.117735653077,2608.587921025139,2697.6875502008033,2393.1960709971813,2576.352828339108,0.08654024486449859,2545.4418105989926,0.04030701174600657,3611.001041060237
112,3081.1,3017.5,2850.7,3357.0,3310.8,3061.9,2297.7,2259.6,2006.3,3013.4,3078.0,2774.5,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2850.7,2717.9723262901957,2209.39576733316,2065.891942501223,2039.7594925155167,1965.2090860287208,2137.6438549171917,0.022429509688676182,2002.4842892721188,0.019818536043550307,2784.336163145098
113,3908.9,3318.9,2579.5,4325.2,3652.8,2854.5,2841.5,2417.6,1847.8,3869.1,3348.4,2535.4,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2579.5,2533.868514776891,2732.296676188003,2652.532858144117,2243.4988499452356,2102.624130989129,2692.4147671660603,0.12765268330487925,2173.061490467182,0.0904761135738745,2556.6842573884455
114,14613.5,14478.9,10059.0,14970.6,14913.9,10386.4,10537.4,10292.2,7327.0,15249.5,14900.9,10598.2,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,10059.0,9219.748446970994,10132.431108802908,10454.575953133472,9787.398083242058,8951.285605958932,10293.50353096819,0.342185276664167,9369.341844600494,0.6931913552665917,9639.374223485498
115,13743.4,12203.8,6189.1,16296.7,14388.6,7302.4,12323.0,11149.9,5459.5,17800.8,15903.4,7947.4,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6189.1,6482.158501421183,11849.407686315242,12203.666718681812,8249.483643665571,9697.240568380083,12026.537202498526,0.0019378085995981117,8973.362106022827,0.15872339386559317,6335.629250710592
116,8525.8,11495.3,6630.2,9460.3,12680.6,7451.4,5740.2,7768.9,4569.5,8070.4,10903.6,6243.4,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,6630.2,6614.4220882846475,5519.595066216567,5532.8115526521115,7770.554198612632,6756.732549322238,5526.203309434339,0.00011204497067629704,7263.643373967435,0.4257715730180085,6622.311044142323
117,21075.6,25196.6,16283.6,17313.3,19945.6,13333.9,11523.3,13217.8,8884.7,18489.6,22014.1,14295.2,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,High,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16283.6,11836.170744152596,11080.441417813554,12675.886261389333,17032.312851405622,11495.725197960004,11878.163839601442,0.4987859006991744,14264.019024682813,0.9595965302636922,14059.885372076298
118,6247.4,6239.7,5761.7,7132.4,6986.2,6441.9,4741.4,4640.3,4221.1,6229.0,5986.9,5354.4,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5761.7,5718.314095407691,4559.180524539081,4270.405823933139,4217.891401971522,4035.7407160112734,4414.79317423611,0.06381230964149852,4126.816058991398,0.027443247205325583,5740.007047703845
119,105.8,24.5,68.2,128.7,34.6,72.4,89.9,20.9,54.4,135.7,23.5,77.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,68.2,64.26767576452862,86.44500129836406,93.03163755140903,16.561427528295,18.177053415648903,89.73831942488655,0.04070254436965034,17.36924047197195,0.010883977759185499,66.23383788226431
120,5844.2,7669.2,5754.2,6807.3,8789.2,6612.9,4432.2,5785.0,4248.9,5698.1,7577.4,5757.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5754.2,5870.106534022807,4261.86356790444,3906.437538184848,5184.2,5031.304019594685,4084.150553044644,0.04529383861874179,5107.752009797343,0.021804992103414998,5812.153267011403
121,18292.2,19723.7,12942.3,20618.4,22412.9,14477.1,13501.1,14669.3,9523.4,18885.8,20397.6,13229.7,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],12942.3,12850.960895174823,12982.231446377564,12947.508478028009,13332.760332238044,12758.117209099448,12964.869962202785,0.3560102556849133,13045.438770668745,0.6956895774582109,12896.630447587411
122,6849.4,6190.7,4418.4,7650.9,6930.8,5119.3,5146.2,4665.9,3345.6,6790.1,6118.9,4383.1,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4418.4,4544.2750351015375,4948.423422487665,4655.078276623601,4184.768546914933,4058.005432156757,4801.750849555633,0.23936887016356348,4121.386989535845,0.05642220919298663,4481.337517550768
123,12378.3,11079.7,8738.6,14767.4,13158.0,10388.2,11428.6,10345.4,8258.4,16769.2,14763.9,11626.9,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8738.6,9221.346262114312,10989.380888081017,11496.434314127402,7489.618309602045,8997.554469198763,11242.907601104209,0.023242267267056572,8243.586389400403,0.5009613879127373,8979.973131057155
124,3493.3,3554.9,2690.9,3855.6,3925.5,2970.7,2564.2,2631.9,2001.8,3530.0,3576.7,2807.1,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2690.9,2637.0163590288003,2465.653752272137,2420.056599531864,2403.029335523914,2289.0041571601128,2442.855175902,0.02620803166197511,2346.0167463420134,0.0707042861441134,2663.9581795144004
125,16622.7,17548.4,9188.8,20436.3,20974.6,11130.0,16261.8,17009.1,8937.0,21611.6,22514.3,11769.5,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9188.8,9879.823636176843,15636.833393923655,14816.230936669355,11862.308360715591,14793.077476177692,15226.532165296505,0.009660940464662928,13327.692918446643,0.2200130984480411,9534.311818088421
126,6247.5,6288.8,4721.3,6612.1,6570.3,5015.0,4616.8,4591.5,3435.9,6574.4,6559.6,4911.1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4721.3,4451.690524297113,4439.369098935342,4507.201163728692,4251.081854691493,3993.2986008589446,4473.285131332017,0.552152617993416,4122.190227775219,0.130754725174592,4586.495262148557
